Id	Desc	Image	Quality	LeftDesc	LeftRewardTypes[1]	LeftRewardTypes[2]	LeftRewardTypes[3]	LeftRewardTypes[4]	LeftRewardTypeIds[1]	LeftRewardTypeIds[2]	LeftRewardTypeIds[3]	LeftRewardTypeIds[4]	LeftRewardMinNums[1]	LeftRewardMinNums[2]	LeftRewardMinNums[3]	LeftRewardMinNums[4]	LeftRewardMaxNums[1]	LeftRewardMaxNums[2]	LeftRewardMaxNums[3]	LeftRewardMaxNums[4]	RightDesc	RightRewardTypes[1]	RightRewardTypes[2]	RightRewardTypes[3]	RightRewardTypes[4]	RightRewardTypeIds[1]	RightRewardTypeIds[2]	RightRewardTypeIds[3]	RightRewardTypeIds[4]	RightRewardMinNums[1]	RightRewardMinNums[2]	RightRewardMinNums[3]	RightRewardMinNums[4]	RightRewardMaxNums[1]	RightRewardMaxNums[2]	RightRewardMaxNums[3]	RightRewardMaxNums[4]	ChooseLine	LineNum	IsOutNormalPool	NeedBuffs[1]	Bg
1305	<color=#E74354>[Tale Choice]</color>\nFinally, you realize the strange sounds are coming from the mouth of a pale plaster statue in the corner.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Turn and leave in silence	2	1	1		1	1	3		0	21	18			27	27		Smash the statue	2	5			1	2003			-13	1			-10				34	6	1		
1310	<color=#CDA05A>[Tale Progress]]</color>\nBehind you, a door opens with a sharp, grating sound.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Continue																	Continue																	35	1	1		
1311	<color=#CDA05A>[Tale Progress]]</color>\nThe "guests" enter the banquet hall one after another in perfect order, without a word.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Continue																	Continue																	35	2	1		
1312	<color=#E74354>[Tale Choice]</color>\nThere seems to be no life in their eyes, only blank emptiness.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Try to wake them	2	1	1		1	1	2		-10	13	29		-5	44	44		Try to blend into their group	2	1	1		1	4	1		-13	19	28		-10	28	43		35	3	1		
1320	<color=#CDA05A>[Tale Progress]]</color>\nThe banquet hall is gone. Fog surrounds you, and you can no longer tell whether this place is real or only another illusion.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Continue																	Continue																	36	1	1		
1321	<color=#E74354>[Tale Choice]</color>\nA rough path barely shows beneath your feet. At its end, a gas lamp flickers faintly.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Stay where you are and watch carefully	2	1	1		1	2	4		0	23	20			30	30		Walk toward the gas lamp	2	1	1		1	2	3		-10	19	24		-5	28	36		36	2	1		
1322	<color=#CDA05A>[Tale Progress]]</color>\nA faint figure appears not far ahead.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	36	3	1		
1323	<color=#CDA05A>[Tale Progress]]</color>\nThat figure looks uncannily familiar. It appears to be you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	36	4	1		
1324	<color=#CDA05A>[Tale Progress]]</color>\nThe other "you" keeps stopping and moving on, as if trying to draw your attention.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	36	5	1		
1325	<color=#E74354>[Tale Choice]</color>\nYou quicken your pace, but the distance between you never seems to shrink.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Hurry forward	4	2	1	1	10001	1	3	1	1	-15	15	32		-10	48	48	Circle around	4	2	1	1	10002	1	4	3	1	-10	21	21		-5	32	32	36	6	1		
1326	<color=#CDA05A>[Tale Progress]]</color>\nStrange curiosity pushes you to walk faster. You need to know what that figure really is.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	37	1	1	10001	
1327	<color=#CDA05A>[Tale Progress]]</color>\nSomething unseen seems to keep the figure just out of reach.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	37	2	1		
1328	<color=#CDA05A>[Tale Progress]]</color>\nFinally, you catch up. The figure is close enough to touch.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	37	3	1		
1329	<color=#E74354>[Tale Choice]</color>\nThe moment you touch the other "you," it turns into a wisp of black mist and coils around your fingers.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Avoid the black mist	2	1	1		1	1	2		-10	23	20		-5	30	30		Inspect the black mist on your hand	2	1	1		1	3	4		-13	19	28		-10	28	43		37	4	1		
1330	<color=#CDA05A>[Tale Progress]]</color>\nYou try to circle around and approach the figure unseen.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	38	1	1	10002	
1331	<color=#CDA05A>[Tale Progress]]</color>\nBut no matter how hard you search, you find nothing.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	38	2	1		
1332	<color=#CDA05A>[Tale Progress]]</color>\nFinally, you hear heavy footsteps behind you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	38	3	1		
1333	<color=#E74354>[Tale Choice]</color>\nYou turn around and find the figure that looks just like you standing silently behind you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Attack the figure	7				3003				1								Try speaking to it directly	2	1	1		1	2	4		-13	16	31		-10	24	46		38	4	1		
1340	<color=#CDA05A>[Tale Progress]]</color>\nThe figure that looks exactly like you stares down at you with cold contempt.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	39	1	1		
1341	<color=#CDA05A>[Tale Progress]]</color>\nIt says nothing and does not move, yet an invisible pressure bears down on you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	39	2	1		
1342	<color=#E74354>[Tale Choice]</color>\nWith the slightest motion, the figure changes shape, becoming something like a god with blurred features, impossible to look at directly.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Close your eyes and try to make the vision fade	2	1	1		1	1	4		-13	24	22		-10	33	33		Deny that it is real	2	1	1		1	2	3		-10	26	17		-5	39	26		39	3	1		
1400	<color=#CDA05A>[Tale Progress]]</color>\nYou sit alone at the long banquet table. The chairs are neatly arranged, but every seat is empty.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Continue																	Continue																	40	1	1		
1401	<color=#CDA05A>[Tale Progress]]</color>\nIn the silent hall, the only sound is the ticking of the grandfather clock. Midnight is almost here.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Continue																	Continue																	40	2	1		
1402	<color=#E74354>[Tale Choice]</color>\nAt last, the clock strikes midnight. Then its hands begin to turn backward.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Ignore the strange hands	2	1	1		1	3	4		0	20	19			28	28		Check whether the grandfather clock is broken	2	1	1		1	1	2		-10	21	21		-5	32	32		40	3	1		
1403	<color=#CDA05A>[Tale Progress]]</color>\nYou notice an invitation on the table. Its envelope is beautifully decorated, but stained by age.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	5	Continue																	Continue																	40	4	1		
1404	<color=#CDA05A>[Tale Progress]]</color>\nYou reach out and open the invitation.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	5	Continue																	Continue																	40	5	1		
1405	<color=#E74354>[Tale Choice]</color>\nOn the yellowed paper, your name is the only one that belongs to the living. The rest are names you saw in the graveyard.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Get up and leave the banquet hall	2	1	1		1	2	4		20	18	24		40	37	37		Sign the invitation again	2	1	1		1	1	3		-13	27	20		-10	40	30		40	6	1		
1410	<color=#CDA05A>[Tale Progress]]</color>\nOn the silent street, you hear a carriage drawing closer.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	41	1	1		
1411	<color=#CDA05A>[Tale Progress]]</color>\nA sealed hearse slowly comes into view, pulled by horses so black they almost blend into the night.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	41	2	1		
1412	<color=#E74354>[Tale Choice]</color>\nBehind the hearse, the mourners softly chant a funeral song, but their voices don't sound human.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Ignore the eerie singing	2	1	1		1	2	3		0	26	17			26	26		Fall into the rhythm of their chant	2	1	1		1	1	4		-13	20	26		-10	31	39		41	3	1		
1413	<color=#CDA05A>[Tale Progress]]</color>\nThe hearse moves farther away, yet the soft singing from that direction grows clearer.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	41	4	1		
1414	<color=#CDA05A>[Tale Progress]]</color>\nBut they don't seem to be heading toward the cemetery.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	41	5	1		
1415	<color=#E74354>[Tale Choice]</color>\nThe lead mourner senses you. "This is your funeral," he rasps.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Hide in the darkness at the street corner	2	1	1		1	1	2		0	12	27			40	40		Accuse him of playing tricks	7				3004				1								41	6	1		
1500	<color=#CDA05A>[Tale Progress]]</color>\nOn the altar, candlelight flickers around a white marble statue of the Holy Mother, surrounded by fresh flowers.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	42	1	1		
1501	<color=#CDA05A>[Tale Progress]]</color>\nThe pure Holy Mother statue gazes down with lowered eyes, watching everything, watching you. A faint smile seems to rest on her stone face.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	42	2	1		
1502	<color=#E74354>[Tale Choice]</color>\nSuddenly, eerie crimson trails begin to run from the Holy Mother statue's eyes.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Reach out and touch the "blood tears"	4	2	1	1	10001	1	1	2	1	-15	16	30		-10	45	45	Keep your distance	4	2	1	1	10002	1	4	1	1	0	24	16			36	24	42	3	1		
1503	<color=#CDA05A>[Tale Progress]]</color>\n"You are devout. The Holy Maiden will grant you holy water." The flat praise comes from behind you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	43	1	1		
1504	<color=#CDA05A>[Tale Progress]]</color>\nYou turn and see a figure wrapped in black robes. Its face is hidden, with only a pair of withered hands exposed.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	43	2	1		
1505	<color=#CDA05A>[Tale Progress]]</color>\nThe figure says nothing and simply offers you an ornate chalice.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	43	3	1		
1506	<color=#E74354>[Tale Choice]</color>\nIn the chalice held by those hands, strange insects writhe through the scarlet liquid, giving off a sweet, bloody smell.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Refuse the chalice	2	1	1		1	2	4		20	10	16		40	25	25		Accept the chalice	2	1	1		1	2	3		-13	21	25		-10	32	38		43	4	1		
1507	<color=#CDA05A>[Tale Progress]]</color>\nYou look away from the Holy Maiden's statue and notice a black-robed figure nearby, as if it appeared out of thin air.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	44	1	1		
1508	<color=#CDA05A>[Tale Progress]]</color>\n"Why not show your devotion?" The black-robed figure slowly approaches, his voice flat and lifeless.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	44	2	1		
1509	<color=#CDA05A>[Tale Progress]]</color>\nHe says nothing more. His withered hands reach toward you, holding out the chalice.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	44	3	1		
1510	<color=#E74354>[Tale Choice]</color>\nStrange insects writhe in the scarlet liquid, giving off a sweet, bloody smell.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Refuse the chalice	2	1	1		1	3	1		20	16	11		40	16	16		Accept the chalice	2	1	1		1	4	3		-13	19	28		-10	28	43		44	4	1		
1511	<color=#CDA05A>[Tale Progress]]</color>\nThe candle flame trembles almost imperceptibly, and the shadows on the altar flicker with it.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	45	1	1		
1512	<color=#CDA05A>[Tale Progress]]</color>\nAs the light and shadows shift, you realize the black-robed figure has vanished without you noticing.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	45	2	1		
1513	<color=#E74354>[Tale Choice]</color>\nYou look down and find the chalice before you has been empty all along.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Smash the chalice	2	1	1		1	1	2		20	12	14		40	21	21		Take the chalice	5	2			2003	1			1	-15				-10			45	3	1		
1520	<color=#CDA05A>[Tale Progress]]</color>\nYou force yourself to resist the strange events around you and continue down the path you must take.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	46	1	1		
1521	<color=#CDA05A>[Tale Progress]]</color>\nExpressionless attendants stand in your way, cold light glinting from their weapons.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	46	2	1		
1522	<color=#E74354>[Tale Choice]</color>\nThey say nothing, but silently block your path to the Holy Maiden.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Pretend to show devotion	2	1	1		1	4	2		-13	20	26		-10	39	39		Conflict seems unavoidable	7				3005				1								46	3	1		
1530	<color=#CDA05A>[Tale Progress]]</color>\nSunlight passes through the stained-glass windows, washing the prayer room in strange, shifting colors.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	47	1	1		
1531	<color=#CDA05A>[Tale Progress]]</color>\nFrom beyond the heavy door comes the faint, solemn sound of a pipe organ.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	47	2	1		
1532	<color=#E74354>[Tale Choice]</color>\nThe music begins to sound more like a heartbeat. For a moment, it feels less like a prayer room and more like the belly of some monster.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Leave the prayer room	2	1	1		1	1	3		0	17	22			33	33		Keep listening to the "music"	2	1	1		1	3	4		-13	16	30		-10	25	45		47	3	1		
1533	<color=#CDA05A>[Tale Progress]]</color>\nBeneath the altar, a huge silver vessel is filled to the brim with clear water.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	47	4	1		
1534	<color=#CDA05A>[Tale Progress]]</color>\nAs you draw near, the still water suddenly begins to churn.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Continue																	Continue																	47	5	1		
1535	<color=#E74354>[Tale Choice]</color>\nAs the ripples spread, patterns like eyes begin to appear on the water.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi04.png	5	Keep your distance	2	1	1		1	3	2		0	19	20			31	31		Touch the water	2	1	1		1	4	1		-13	20	27		-10	30	40		47	6	1		
1600	<color=#CDA05A>[Tale Progress]]</color>\nUnder the night sky, the graveyard is silent. All you hear is your own footsteps over the thick fallen leaves.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	48	1	1		
1601	<color=#CDA05A>[Tale Progress]]</color>\nIn the darkness, the only light comes from the fireflies circling in the air.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	48	2	1		
1602	<color=#CDA05A>[Tale Progress]]</color>\nThe fireflies drift before you, their pale glow like lanterns carried by ghosts.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	48	3	1		
1603	<color=#E74354>[Tale Choice]</color>\nThe fireflies gather until their glow reveals a fresh, open grave.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Maybe it's only your imagination	4	2	1	1	10001	1	4	1	1	-10	20	27		-5	30	40	Raise the lantern and look closer	4	2	1	1	10002	1	2	4	1	-10	18	24		-5	27	37	48	4	1		
1604	<color=#CDA05A>[Tale Progress]]</color>\nYou walk over and study the grave by the fireflies' faint glow. Your shadow falls across it.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	49	1	1	10001	
1605	<color=#CDA05A>[Tale Progress]]</color>\nThe grave soil is soft, covered in layers of rotting leaves and smelling of earth and trees.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	49	2	1		
1606	<color=#CDA05A>[Tale Progress]]</color>\nEverything before you seems to be offering a strange, unsettling invitation.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	49	3	1		
1607	<color=#E74354>[Tale Choice]</color>\n"Try lying here." A strange voice whispers faintly by your ear.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Shake your head and reject the voice	2	1	1		1	1	3		20	8	18		40	27	27		Follow the voice without thinking	2	1	1		1	3	4		-13	27	20		-10	40	30		49	4	1		
1608	<color=#CDA05A>[Tale Progress]]</color>\nYou raise the lantern for a closer look, but even its bright light can't reach the shadow you cast across the grave.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	50	1	1	10002	
1609	<color=#CDA05A>[Tale Progress]]</color>\nThick rotting leaves cover the soft grave soil, filling the air with the scent of earth and trees.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	50	2	1		
1610	<color=#CDA05A>[Tale Progress]]</color>\nFor some reason, the fresh soil and the smell of rotting leaves stir something strange in your mind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	50	3	1		
1611	<color=#E74354>[Tale Choice]</color>\n"Try lying here." The thought appears in your mind without warning, almost impossible to resist.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Push the strange thought away	2	1	1		1	3	2		0	17	22			33	33		Give in to the thought	2	1	1		1	4	1		-13	16	30		-10	25	45		50	4	1		
1612	<color=#CDA05A>[Tale Progress]]</color>\nYou turn to leave, but can't help looking back at the grave one more time.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	68	1	1		
1613	<color=#CDA05A>[Tale Progress]]</color>\nCountless fireflies flicker in the dark, still circling overhead.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	68	2	1		
1614	<color=#E74354>[Tale Choice]</color>\nFor a moment, you glimpse a shadowy figure sinking into the grave soil, as if finally relieved of its burden.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Maybe it's just your imagination	2	1	1		1	1	2		0	17	22			33	33		Step closer and inspect the grave soil	2	5			1	2003			-13	1			-10				68	3	1		
1620	<color=#CDA05A>[Tale Progress]]</color>\nMore and more fireflies gather in the dark, forming a cold moon that seems to hang in empty space.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	51	1	1		
1621	<color=#CDA05A>[Tale Progress]]</color>\nUnder the cold glow of the "moon," ghostlike shadows rise from the graves.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	51	2	1		
1622	<color=#E74354>[Tale Choice]</color>\nThey draw closer, carrying a cold, rotten stench.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Evade the pursuing shadows	2	1	1		1	1	4		-10	20	20		-5	30	30		Face the sudden disturbance	7				3006				1								51	3	1		
1630	<color=#CDA05A>[Tale Progress]]</color>\nDust blankets the long-abandoned manor, as if everything inside has been frozen in time.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi02.png	5	Continue																	Continue																	52	1	1		
1631	<color=#CDA05A>[Tale Progress]]</color>\nOn the dust-covered steps, a line of slender footprints slowly appears, leaving clear marks behind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi02.png	5	Continue																	Continue																	52	2	1		
1632	<color=#E74354>[Tale Choice]</color>\nThe footprints continue down the corridor and disappear at the far end.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi02.png	5	Follow the strange footprints	2	1	1		1	2	4		-10	12	30		-5	45	45		Crouch down and inspect the footprints	2	1	1		1	2	3		-13	20	27		-10	30	40		52	3	1		
1633	<color=#CDA05A>[Tale Progress]]</color>\nJust before dawn, damp mist fills the air, blurring the tall windows of the abandoned manor.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi06.png	5	Continue																	Continue																	52	4	1		
1634	<color=#CDA05A>[Tale Progress]]</color>\nFaint, erratic lines begin to show on the fogged glass.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi06.png	5	Continue																	Continue																	52	5	1		
1635	<color=#E74354>[Tale Choice]</color>\nThe lines appear, vanish, then appear again, as if the "ghost" drawing them is never satisfied.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi06.png	5	Stay away from the strange window	2	1	1		1	3	1		-10	19	24		-5	36	36		Try to read the pattern	2	1	1		1	4	3		-13	15	32		-10	22	48		52	6	1		
1700	<color=#CDA05A>[Tale Progress]]</color>\nYou walk through an illusory field. No matter where you look, all you see is wheat swaying in the wind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Continue																	Continue																	53	1	1		
1701	<color=#CDA05A>[Tale Progress]]</color>\nAs you walk through the thick wheat field, faint tremors rise from deep under your feet.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Continue																	Continue																	53	2	1		
1702	<color=#E74354>[Tale Choice]</color>\nThe movement beneath the soil becomes clearer. It pulses in a steady rhythm, almost like a heartbeat.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Press yourself close to the field	2	1	1		1	2	4		-10	20	22		-5	33	33		Dig into the soil	2	5			1	2003			-13	1			-10				53	3	1		
1703	<color=#CDA05A>[Tale Progress]]</color>\nYou reach for a heavy rice stalk, bent low by the weight of its grain, and try to pull it from the soil.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Continue																	Continue																	53	4	1		
1704	<color=#CDA05A>[Tale Progress]]</color>\nThe roots hold far more firmly than expected. You pull harder without meaning to, and finally, the soil around the stalk begins to give way.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Continue																	Continue																	53	5	1		
1705	<color=#E74354>[Tale Choice]</color>\nA pale finger bone shows through the loosened soil, faintly flickering with ghostly light.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Gently cover them with soil	2	1	1		1	2	3		-10	12	30		-5	45	45		Reach out and touch the finger bones	2	1	1		1	1	4		-13	15	32		-10	22	48		53	6	1		
